Time,Open,High,Low,Close,Volume,Returns,Profitability
2023-02-24 14:45:00,0.515,0.5152,0.5134,0.5152,9545.7,,-7.395186335403721
2023-02-24 15:00:00,0.5155,0.5173,0.5141,0.5141,8198.6,-0.0021350931677018847,-7.395186335403721
2023-02-24 15:15:00,0.5135,0.5143,0.511,0.5136,26323.5,-0.0009725734292940214,-7.395186335403721
2023-02-24 15:30:00,0.5144,0.5144,0.5066,0.5074,28846.2,-0.012071651090342694,-7.395186335403721
2023-02-24 15:45:00,0.5078,0.5118,0.5078,0.5102,41754.5,0.005518328734726019,-7.395186335403721
2023-02-24 16:00:00,0.5092,0.5104,0.4966,0.5004,222215.6,-0.019208153665229433,-7.395186335403721
2023-02-24 16:15:00,0.5009,0.5026,0.498,0.5011,22832.1,0.0013988808952838383,-7.395186335403721
2023-02-24 16:30:00,0.5008,0.5059,0.5,0.5059,49603.5,0.009578926362003637,-7.395186335403721
2023-02-24 16:45:00,0.5057,0.5076,0.5042,0.5053,59540.4,-0.0011860051393557391,-7.395186335403721
2023-02-24 17:00:00,0.5054,0.5054,0.5018,0.5032,25099.1,-0.004155946962200674,-7.395186335403721
2023-02-24 17:15:00,0.5033,0.5072,0.5027,0.5052,37480.6,0.003974562798092274,-7.395186335403721
2023-02-24 17:30:00,0.505,0.5063,0.5038,0.5061,31884.3,0.0017814726840854611,-7.395186335403721
2023-02-24 17:45:00,0.5055,0.5073,0.504,0.5064,26542.1,0.0005927682276229973,-7.395186335403721
2023-02-24 18:00:00,0.506,0.5075,0.503,0.5036,25110.6,-0.005529225908372681,-7.395186335403721
2023-02-24 18:15:00,0.5037,0.506,0.5023,0.505,29681.8,0.0027799841143762993,-7.395186335403721
2023-02-24 18:30:00,0.5046,0.505,0.5024,0.5037,13212.7,-0.0025742574257424655,-7.395186335403721
2023-02-24 18:45:00,0.5037,0.5047,0.5037,0.5043,6498.9,0.001191185229302949,-7.395186335403721
2023-02-24 19:00:00,0.504,0.5045,0.5013,0.5025,17435.3,-0.0035693039857228603,-7.395186335403721
2023-02-24 19:15:00,0.5024,0.5035,0.5015,0.5023,22199.4,-0.0003980099502487455,-7.395186335403721
2023-02-24 19:30:00,0.5013,0.5013,0.497,0.4994,71145.9,-0.005773442166036147,-7.395186335403721
2023-02-24 19:45:00,0.4985,0.5046,0.4985,0.5046,55133.4,0.010412494993992771,-7.395186335403721
2023-02-24 20:00:00,0.5043,0.5071,0.5038,0.5067,6440.6,0.004161712247324534,-7.395186335403721
2023-02-24 20:15:00,0.5072,0.509,0.5071,0.5085,10349.9,0.003552397868561208,-7.395186335403721
2023-02-24 20:30:00,0.5086,0.5086,0.506,0.5064,3158.9,-0.004129793510324498,-7.395186335403721
2023-02-24 20:45:00,0.5059,0.5072,0.5049,0.5064,3142.0,0.0,-7.395186335403721
2023-02-24 21:00:00,0.5064,0.5064,0.5024,0.5024,5428.4,-0.00789889415481837,-7.395186335403721
2023-02-24 21:15:00,0.5022,0.5022,0.5011,0.5013,2414.5,-0.0021894904458598097,-7.395186335403721
2023-02-24 21:30:00,0.5012,0.5012,0.4992,0.4992,10443.5,-0.004189108318372159,-7.395186335403721
2023-02-24 21:45:00,0.4985,0.4994,0.496,0.4989,16280.5,-0.0006009615384614531,-7.395186335403721
2023-02-24 22:00:00,0.4979,0.4982,0.4963,0.4975,5827.4,-0.002806173581880178,-7.395186335403721
2023-02-24 22:15:00,0.4975,0.4991,0.4971,0.4989,13467.2,0.002814070351758735,-7.395186335403721
2023-02-24 22:30:00,0.4978,0.4978,0.491,0.4942,22348.3,-0.009420725596311907,-7.395186335403721
2023-02-24 22:45:00,0.4952,0.4953,0.4938,0.4953,27005.5,0.0022258195062727637,-7.395186335403721
2023-02-24 23:00:00,0.495,0.4982,0.495,0.4982,18847.9,0.005855037351100156,-7.395186335403721
2023-02-24 23:15:00,0.4983,0.5012,0.498,0.5012,5176.1,0.006021678040947442,-7.395186335403721
2023-02-24 23:30:00,0.5005,0.5005,0.4979,0.498,6433.4,-0.006384676775738174,-7.395186335403721
2023-02-24 23:45:00,0.4981,0.4989,0.4981,0.4988,8965.5,0.0016064257028112205,-7.395186335403721
2023-02-25 00:00:00,0.4988,0.5004,0.4988,0.4998,3484.3,0.00200481154771448,-7.395186335403721
2023-02-25 00:15:00,0.4991,0.4998,0.4967,0.499,16287.1,-0.0016006402561025146,-7.395186335403721
2023-02-25 00:30:00,0.4985,0.4986,0.4979,0.4986,2379.2,-0.0008016032064128709,-7.395186335403721
2023-02-25 00:45:00,0.4972,0.4984,0.4964,0.498,14303.3,-0.001203369434416346,-7.395186335403721
2023-02-25 01:00:00,0.497,0.497,0.4954,0.4966,22166.9,-0.0028112449799196915,-7.395186335403721
2023-02-25 01:15:00,0.4969,0.4969,0.4944,0.4959,8151.4,-0.001409585179218631,-7.395186335403721
2023-02-25 01:30:00,0.4965,0.4965,0.4937,0.4937,742.6,-0.004436378302076993,-7.395186335403721
2023-02-25 01:45:00,0.4937,0.4946,0.4937,0.4943,986.0,0.001215312943082747,-7.395186335403721
2023-02-25 02:00:00,0.4942,0.4943,0.4926,0.4926,6652.4,-0.003439206959336527,-7.395186335403721
2023-02-25 02:15:00,0.4931,0.4931,0.4905,0.4905,3453.0,-0.004263093788063332,-7.395186335403721
2023-02-25 02:30:00,0.4903,0.4916,0.4895,0.4909,2383.3,0.0008154943934761683,-7.395186335403721
2023-02-25 02:45:00,0.49,0.4918,0.489,0.4918,5849.8,0.0018333672845793902,-7.395186335403721
2023-02-25 03:00:00,0.491,0.4912,0.4908,0.4912,1622.6,-0.001220008133387518,-7.395186335403721
2023-02-25 03:15:00,0.4918,0.493,0.4915,0.4921,9229.7,0.0018322475570031749,-7.395186335403721
2023-02-25 03:30:00,0.4918,0.4918,0.4904,0.4909,6827.7,-0.002438528754318159,-7.395186335403721
2023-02-25 03:45:00,0.4911,0.4916,0.4898,0.4898,2015.2,-0.0022407822367080943,-7.395186335403721
2023-02-25 04:00:00,0.4896,0.4896,0.4882,0.4888,6560.0,-0.0020416496529195305,-7.395186335403721
2023-02-25 04:15:00,0.4898,0.4901,0.4886,0.4886,9871.7,-0.00040916530278234386,-7.395186335403721
2023-02-25 04:30:00,0.4892,0.4892,0.4886,0.4887,1849.9,0.00020466639377825224,-7.395186335403721
2023-02-25 04:45:00,0.4887,0.4893,0.4887,0.4892,1069.3,0.0010231225700838564,-7.395186335403721
2023-02-25 05:00:00,0.489,0.489,0.4877,0.488,3045.3,-0.002452984464431762,-7.395186335403721
2023-02-25 05:15:00,0.4883,0.4886,0.4849,0.4859,14125.3,-0.004303278688524537,-7.395186335403721
2023-02-25 05:30:00,0.4853,0.4854,0.485,0.4852,3000.3,-0.0014406256431364062,-7.395186335403721
2023-02-25 05:45:00,0.4859,0.4859,0.4837,0.4842,7169.3,-0.002061005770816138,-7.395186335403721
2023-02-25 06:00:00,0.4842,0.4859,0.4841,0.4858,2219.5,0.00330441966129702,-7.395186335403721
2023-02-25 06:15:00,0.4856,0.486,0.4852,0.4854,3268.1,-0.0008233841086867644,-7.395186335403721
2023-02-25 06:30:00,0.485,0.4856,0.485,0.4854,590.3,0.0,-7.395186335403721
2023-02-25 06:45:00,0.4853,0.4858,0.485,0.485,9890.3,-0.0008240626287597808,-7.395186335403721
2023-02-25 07:00:00,0.485,0.486,0.4844,0.4845,7850.8,-0.0010309278350515427,-7.395186335403721
2023-02-25 07:15:00,0.4839,0.4841,0.4833,0.4839,2733.5,-0.0012383900928791824,-7.395186335403721
2023-02-25 07:30:00,0.4837,0.4837,0.4813,0.4813,4519.9,-0.005373010952676172,-7.395186335403721
2023-02-25 07:45:00,0.4813,0.4837,0.481,0.4837,4395.4,0.004986494909619887,-7.395186335403721
2023-02-25 08:00:00,0.4832,0.4847,0.4832,0.4847,1526.7,0.0020673971469920005,-7.395186335403721
2023-02-25 08:15:00,0.4847,0.4847,0.4828,0.483,4705.8,-0.0035073241180112458,-7.395186335403721
2023-02-25 08:30:00,0.483,0.483,0.4801,0.4803,8295.1,-0.005590062111801242,-7.395186335403721
2023-02-25 08:45:00,0.4815,0.4832,0.4813,0.4832,18569.0,0.006037892983552062,-7.395186335403721
2023-02-25 09:00:00,0.4836,0.4837,0.482,0.482,3324.9,-0.002483443708609312,-7.395186335403721
2023-02-25 09:15:00,0.482,0.482,0.4796,0.4801,10612.8,-0.003941908713692821,-7.395186335403721
2023-02-25 09:30:00,0.48,0.4823,0.4796,0.4816,17297.9,0.00312434909393855,-7.395186335403721
2023-02-25 09:45:00,0.4813,0.4813,0.4803,0.4805,11760.5,-0.002284053156146104,-7.395186335403721
2023-02-25 10:00:00,0.4803,0.4803,0.4788,0.4788,5358.8,-0.0035379812695108814,-7.395186335403721
2023-02-25 10:15:00,0.4788,0.4789,0.4783,0.4783,7045.5,-0.0010442773600668476,-7.395186335403721
2023-02-25 10:30:00,0.4783,0.4783,0.4761,0.4761,18153.7,-0.0045996236671544954,-7.395186335403721
2023-02-25 10:45:00,0.476,0.477,0.4751,0.4754,3300.1,-0.0014702793530771974,-7.395186335403721
2023-02-25 11:00:00,0.4754,0.4762,0.4747,0.4759,7226.8,0.0010517458981909034,-7.395186335403721
2023-02-25 11:15:00,0.4756,0.4782,0.4747,0.4782,15349.3,0.004832948098340006,-7.395186335403721
2023-02-25 11:30:00,0.4782,0.4783,0.477,0.4778,5873.4,-0.0008364700961940308,-7.395186335403721
2023-02-25 11:45:00,0.4785,0.4792,0.4785,0.4789,4635.3,0.0023022185014649477,-7.395186335403721
2023-02-25 12:00:00,0.4793,0.4809,0.4793,0.48,20056.7,0.002296930465650382,-7.395186335403721
2023-02-25 12:15:00,0.478,0.4785,0.4771,0.4778,2251.5,-0.004583333333333273,-7.395186335403721
2023-02-25 12:30:00,0.478,0.478,0.4729,0.4729,41631.9,-0.010255336961071615,-7.395186335403721
2023-02-25 12:45:00,0.4731,0.4777,0.4724,0.4777,20248.7,0.010150137449778107,-7.395186335403721
2023-02-25 13:00:00,0.4781,0.4795,0.4772,0.4773,29271.7,-0.0008373456144024072,-7.395186335403721
2023-02-25 13:15:00,0.4768,0.4791,0.4766,0.479,51024.5,0.003561701236119763,-7.395186335403721
2023-02-25 13:30:00,0.4791,0.4798,0.4788,0.4789,13017.5,-0.00020876826722338038,-7.395186335403721
2023-02-25 13:45:00,0.479,0.479,0.4778,0.478,3478.6,-0.0018793067446231104,-7.395186335403721
2023-02-25 14:00:00,0.4775,0.479,0.4775,0.4775,2073.1,-0.0010460251046024993,-7.395186335403721
2023-02-25 14:15:00,0.4775,0.4786,0.4767,0.4786,8234.3,0.002303664921466053,-7.395186335403721
2023-02-25 14:30:00,0.4789,0.4795,0.4765,0.4771,7737.2,-0.0031341412452987605,-7.395186335403721
